,customer,state,customer lifetime value,education,gender,income,monthly premium auto,number of open complaints,policy type,total claim amount,vehicle class
930,YI95434,California,2907,College,F,51020,73,0,Personal Auto,350,Four-Door Car
931,RL34830,California,7644,College,M,43838,97,0,Corporate Auto,465,Four-Door Car
932,CA96568,Oregon,9709,College,M,0,133,0,Corporate Auto,827,SUV
933,UO16539,Washington,8439,Bachelor,M,22454,110,2,Personal Auto,556,SUV
934,NP18074,Arizona,4209,Bachelor,F,57933,105,0,Personal Auto,533,SUV
935,TW45475,Nevada,8556,College,M,0,124,3,Personal Auto,595,SUV
936,CM66204,Arizona,26770,College,F,26335,113,1,Personal Auto,355,SUV
937,DX80961,Arizona,16265,Bachelor,F,85322,134,0,Personal Auto,735,SUV
938,JZ15681,California,3624,High School or Below,M,37843,92,0,Personal Auto,354,Four-Door Car
939,ZZ31825,Oregon,2519,Bachelor,M,0,67,0,Personal Auto,482,Four-Door Car
940,TF77410,Arizona,4819,College,M,74730,61,0,Personal Auto,421,Four-Door Car
941,HI16452,Oregon,3028,High School or Below,M,0,94,1,Special Auto,483,Four-Door Car
942,CW98845,Oregon,2316,Bachelor,M,0,64,0,Personal Auto,307,Four-Door Car
943,NI99807,Oregon,13869,College,M,28432,118,0,Personal Auto,612,SUV
944,QL45827,Washington,25807,College,F,71210,214,1,Personal Auto,1027,Luxury Car
945,GU60969,Arizona,2342,Bachelor,M,19581,67,0,Corporate Auto,321,Four-Door Car
946,FS67103,Oregon,2747,Bachelor,M,0,80,0,Special Auto,576,Two-Door Car
947,FQ24929,Oregon,5479,Master,M,56005,68,1,Personal Auto,326,Four-Door Car
948,YA12007,California,9199,College,F,0,80,0,Personal Auto,572,Four-Door Car
949,EW46828,Arizona,8060,High School or Below,M,23671,69,0,Personal Auto,331,Four-Door Car
950,YP67379,Arizona,6686,High School or Below,M,22244,84,0,Personal Auto,114,Four-Door Car
951,KH16079,Washington,4709,High School or Below,F,0,66,0,Personal Auto,470,Four-Door Car
952,SJ87277,Arizona,2685,High School or Below,M,75329,67,0,Corporate Auto,45,Four-Door Car
953,DW14769,Arizona,3920,High School or Below,F,0,108,1,Personal Auto,525,Two-Door Car
954,CN13435,California,5493,College,F,44369,68,0,Personal Auto,185,Four-Door Car
955,KO95143,California,8521,High School or Below,M,37910,108,0,Personal Auto,518,Four-Door Car
956,GT66241,California,2414,High School or Below,M,0,71,0,Personal Auto,511,Four-Door Car
957,PP97061,Nevada,4282,College,F,40864,109,1,Personal Auto,166,SUV
958,KP97208,Oregon,5918,College,F,94846,73,0,Corporate Auto,305,Two-Door Car
959,SB24397,California,7519,High School or Below,M,96306,95,1,Personal Auto,185,Four-Door Car
960,EM32982,Arizona,4472,Doctor,F,53519,111,0,Corporate Auto,520,SUV
961,LB97434,Arizona,5531,Bachelor,M,50648,69,1,Personal Auto,331,Two-Door Car
962,RR37715,Oregon,8435,Bachelor,M,64692,70,0,Corporate Auto,336,Two-Door Car
963,TC81636,Arizona,10196,High School or Below,M,0,100,0,Corporate Auto,720,SUV
964,IC55961,Arizona,20552,High School or Below,F,0,187,1,Corporate Auto,1430,Luxury SUV
965,HR48520,Oregon,3915,Bachelor,M,0,109,0,Personal Auto,784,SUV
966,VI42566,Oregon,6010,Master,M,49311,74,0,Personal Auto,355,Four-Door Car
967,NU84299,Arizona,2854,High School or Below,M,71126,71,0,Personal Auto,324,Four-Door Car
968,RT63209,California,5994,Master,F,74284,74,0,Personal Auto,268,Four-Door Car
969,AM52614,Oregon,4477,Bachelor,F,41402,119,4,Personal Auto,571,Sports Car
970,UO40192,Nevada,5544,High School or Below,M,79619,71,3,Personal Auto,280,Four-Door Car
971,SD67101,Nevada,3600,High School or Below,F,25147,101,0,Personal Auto,694,SUV
972,EW35231,Oregon,9934,High School or Below,F,56379,125,1,Corporate Auto,600,SUV
973,CT18212,California,6874,Bachelor,F,0,96,0,Personal Auto,691,Four-Door Car
974,YL91587,Arizona,2374,High School or Below,M,48911,61,0,Personal Auto,292,Two-Door Car
975,HS14476,Washington,9162,College,M,29723,80,0,Personal Auto,20,Four-Door Car
976,DA28072,Arizona,7380,Master,F,21841,91,0,Corporate Auto,436,Four-Door Car
977,JO98946,Oregon,2655,Bachelor,M,31796,68,0,Personal Auto,377,Four-Door Car
978,BA26944,Nevada,7591,Bachelor,M,0,105,0,Corporate Auto,504,SUV
979,AR47849,Nevada,5015,Bachelor,F,48567,130,0,Personal Auto,624,SUV
980,FO82261,Oregon,4603,College,M,66161,118,0,Personal Auto,457,SUV
981,QO56662,Arizona,2551,Master,M,79751,63,0,Personal Auto,392,Two-Door Car
982,UF74084,Arizona,5641,Bachelor,M,39469,71,0,Personal Auto,315,Two-Door Car
983,OX75108,Arizona,5463,Master,F,44305,67,0,Personal Auto,214,Four-Door Car
984,QG25195,Oregon,4866,Bachelor,F,0,68,0,Personal Auto,444,Four-Door Car
985,HT50748,Oregon,2779,Doctor,F,38893,69,0,Personal Auto,279,Two-Door Car
986,HC42288,California,4563,College,F,39187,118,1,Corporate Auto,566,SUV
987,TC69546,Arizona,14376,College,M,70341,179,0,Personal Auto,253,SUV
988,GJ63345,Arizona,2279,Bachelor,F,0,64,0,Personal Auto,460,Four-Door Car
989,RK45396,California,5380,Bachelor,M,0,73,0,Corporate Auto,350,Four-Door Car
990,YA71207,California,8708,High School or Below,F,30090,73,0,Corporate Auto,329,Two-Door Car
991,FK95213,California,18611,Master,F,49673,232,0,Personal Auto,1021,Luxury SUV
992,MC53402,Washington,2215,College,M,0,66,0,Personal Auto,389,Two-Door Car
993,VU18023,California,7780,High School or Below,F,0,70,0,Personal Auto,504,Four-Door Car
994,VN37592,Arizona,2860,High School or Below,M,50332,72,0,Personal Auto,345,Four-Door Car
995,KL58949,California,5577,Bachelor,M,70190,71,0,Corporate Auto,15,Two-Door Car
996,KU14261,Arizona,7268,Master,F,38179,90,1,Personal Auto,374,Four-Door Car
997,RL97327,Washington,4060,Bachelor,M,0,115,1,Personal Auto,699,Four-Door Car
998,TO60700,Washington,7813,Bachelor,F,25859,74,0,Special Auto,355,Four-Door Car
999,CR33417,Washington,4762,Master,F,36529,118,0,Personal Auto,255,SUV
1000,ZK90062,Arizona,14166,Bachelor,M,67588,118,0,Personal Auto,566,Sports Car
1001,JP44710,Nevada,4354,High School or Below,M,0,121,0,Personal Auto,871,SUV
1002,RR93140,California,2880,College,F,81565,71,0,Personal Auto,190,Four-Door Car
1003,HW56522,Arizona,19185,Bachelor,M,35322,244,0,Personal Auto,76,Luxury Car
1004,LR27773,California,5329,Bachelor,F,43671,67,0,Corporate Auto,190,Four-Door Car
1005,CT88432,Arizona,4883,Bachelor,F,58682,61,0,Corporate Auto,206,Four-Door Car
1006,OK86731,Oregon,4510,College,M,44230,114,0,Personal Auto,738,Sports Car
1007,GB75821,Oregon,15304,Bachelor,M,40269,193,0,Personal Auto,926,Luxury SUV
1008,KL48832,Nevada,5237,College,F,31756,66,0,Corporate Auto,160,Four-Door Car
1009,CA54112,Nevada,15119,Doctor,M,47725,63,0,Personal Auto,142,Two-Door Car
1010,VC43751,Arizona,5860,Bachelor,F,38684,74,0,Personal Auto,376,Two-Door Car
1011,BC87551,California,32306,High School or Below,F,36301,118,0,Corporate Auto,647,SUV
1012,TD58354,Nevada,4655,High School or Below,M,0,67,0,Personal Auto,482,Four-Door Car
1013,XM19715,Oregon,5326,College,F,22268,67,0,Personal Auto,294,Two-Door Car
1014,KH19280,Arizona,6513,College,F,50037,81,0,Special Auto,303,Four-Door Car
1015,GE50763,Washington,3491,Bachelor,M,0,104,0,Corporate Auto,748,Four-Door Car
1016,VW63894,California,7870,Master,M,75740,98,0,Personal Auto,46,Four-Door Car
1017,YX36936,Arizona,4274,College,M,39621,109,1,Corporate Auto,25,SUV
1018,AF49625,Oregon,7189,Bachelor,F,75838,90,0,Corporate Auto,428,Two-Door Car
1019,QN30162,Oregon,11315,Bachelor,F,11885,101,0,Special Auto,484,Four-Door Car
1020,UI21548,California,2480,High School or Below,F,29444,63,0,Personal Auto,302,Two-Door Car
1021,IN52645,Oregon,7344,High School or Below,F,64371,181,0,Personal Auto,868,SUV
1022,CQ76030,Oregon,6974,High School or Below,M,26514,91,0,Personal Auto,655,Four-Door Car
1023,BW94308,Washington,20096,High School or Below,F,92766,71,0,Personal Auto,379,Two-Door Car
1024,PP39078,California,5623,College,F,31504,71,0,Special Auto,340,Four-Door Car
1025,LM86393,Oregon,2828,High School or Below,F,98680,72,2,Personal Auto,345,Four-Door Car
1026,NB81923,Washington,7294,College,F,0,113,2,Personal Auto,733,Sports Car
1027,SZ61347,California,5583,College,M,76927,138,0,Personal Auto,114,SUV
1028,VM53683,Nevada,25763,Bachelor,F,78804,71,0,Personal Auto,389,Four-Door Car
1029,BA38428,Arizona,5639,High School or Below,M,73168,70,0,Corporate Auto,425,Four-Door Car
1030,FX80133,California,4576,Master,F,48569,114,0,Personal Auto,434,Four-Door Car
1031,MT41386,Washington,2875,Bachelor,M,84768,72,0,Personal Auto,110,Two-Door Car
1032,KV53202,California,3031,High School or Below,F,0,86,0,Corporate Auto,619,Two-Door Car
1033,DB79694,Arizona,5979,High School or Below,F,57693,76,0,Corporate Auto,547,Four-Door Car
1034,VY75186,California,2242,College,M,0,65,0,Personal Auto,85,Four-Door Car
1035,IR57729,California,16547,High School or Below,M,46593,70,0,Corporate Auto,129,Two-Door Car
1036,FG16885,Arizona,15814,College,M,0,146,0,Personal Auto,1055,SUV
1037,NW21079,Washington,4879,Master,F,67163,61,2,Personal Auto,33,Two-Door Car
1038,FR81224,Oregon,5494,Master,M,89205,68,0,Personal Auto,165,Two-Door Car
1039,YK92213,Oregon,5060,Doctor,M,0,138,0,Personal Auto,570,Sports Car
1040,JV99867,California,11269,Bachelor,F,65448,94,0,Special Auto,451,Four-Door Car
1041,TN66124,California,10552,High School or Below,M,77627,88,0,Corporate Auto,205,Two-Door Car
1042,NT78297,Oregon,7517,Bachelor,F,37695,96,0,Personal Auto,460,Two-Door Car
1043,KG49115,California,6298,College,F,89411,78,0,Personal Auto,116,Four-Door Car
1044,WC77067,Nevada,7821,College,M,0,114,0,Corporate Auto,914,SUV
1045,DW62397,Oregon,22806,Master,F,10337,67,0,Personal Auto,321,Four-Door Car
1046,GK67747,Washington,4386,College,M,10621,67,0,Special Auto,321,Four-Door Car
1047,QM39493,California,3499,High School or Below,M,16711,91,1,Personal Auto,580,Four-Door Car
1048,JD11661,Oregon,7528,College,F,0,106,0,Personal Auto,508,SUV
1049,PT73521,California,2732,College,M,42968,69,0,Personal Auto,331,Four-Door Car
1050,TC99043,California,13736,Master,F,16181,181,0,Personal Auto,1261,SUV
1051,PY50779,Arizona,7060,High School or Below,M,85412,88,0,Personal Auto,134,Four-Door Car
1052,FK97285,California,3732,High School or Below,F,75774,92,1,Corporate Auto,441,Four-Door Car
1053,JG12505,Nevada,4064,Master,F,26599,101,0,Personal Auto,254,SUV
1054,FX65946,Arizona,5754,Bachelor,M,34847,73,0,Personal Auto,525,Four-Door Car
1055,OU88023,California,8460,High School or Below,F,0,115,0,Personal Auto,552,SUV
1056,XN32623,Oregon,5638,Bachelor,M,85896,70,0,Personal Auto,48,Four-Door Car
1057,EV78251,Oregon,7163,Doctor,F,0,66,0,Personal Auto,316,Two-Door Car
1058,HC80108,California,2803,College,F,43775,70,0,Personal Auto,310,Four-Door Car
1059,LG45661,Nevada,20940,High School or Below,F,0,67,0,Personal Auto,482,Four-Door Car
1060,ZJ22132,Oregon,3130,High School or Below,F,42056,78,0,Personal Auto,221,Four-Door Car
1061,LG53863,Oregon,3741,High School or Below,F,13093,100,0,Personal Auto,514,SUV
1062,KR87696,California,3439,College,F,98278,85,0,Personal Auto,367,Four-Door Car
1063,LN44535,Washington,7284,College,F,44605,91,0,Personal Auto,436,Four-Door Car
1064,FU63281,Arizona,5278,Bachelor,M,32365,67,0,Personal Auto,193,Four-Door Car
1065,KV17007,California,5680,College,M,82255,71,0,Personal Auto,145,Four-Door Car
1066,GR42174,Oregon,2194,College,M,0,62,0,Personal Auto,623,Four-Door Car
1067,SR71812,California,6473,High School or Below,F,0,88,0,Personal Auto,468,Four-Door Car
1068,CA29908,Oregon,18522,High School or Below,M,65903,66,0,Personal Auto,316,Four-Door Car
1069,OB98149,Washington,4700,College,F,11417,63,0,Personal Auto,302,Two-Door Car
1070,FX30915,Arizona,21295,High School or Below,F,0,96,0,Corporate Auto,677,Two-Door Car
1071,OC39051,California,6158,College,M,0,67,2,Personal Auto,321,Four-Door Car
1072,LW80918,Oregon,8653,Doctor,M,69704,72,0,Personal Auto,89,Two-Door Car
1073,EC94366,Oregon,3776,Doctor,M,20101,96,0,Corporate Auto,291,Four-Door Car
1074,PI92163,Nevada,4897,Bachelor,M,24383,69,2,Corporate Auto,331,Four-Door Car
1075,LZ68649,Washington,14947,Bachelor,M,22139,100,0,Personal Auto,480,SUV
1076,IB39821,Arizona,9011,Bachelor,M,88708,112,0,Personal Auto,499,Sports Car
1077,WI75766,Arizona,10083,High School or Below,F,11828,90,0,Personal Auto,571,Four-Door Car
1078,DR27120,Washington,2938,Bachelor,F,0,80,1,Corporate Auto,384,Two-Door Car
1079,UQ67668,Nevada,5639,High School or Below,M,73168,70,0,Personal Auto,425,Four-Door Car
1080,PR64751,Nevada,2606,Bachelor,M,0,71,0,Corporate Auto,409,Two-Door Car
1081,CL79250,Nevada,52811,Bachelor,M,0,182,0,Corporate Auto,873,Luxury Car
1082,ZR72236,Nevada,5226,Master,M,76646,65,0,Personal Auto,263,Two-Door Car
1083,SG52649,Washington,8382,High School or Below,M,19683,117,1,Corporate Auto,561,Sports Car
1084,SG96896,Oregon,14703,High School or Below,M,0,71,1,Personal Auto,819,Four-Door Car
1085,QJ50723,Oregon,18948,Master,F,0,124,0,Personal Auto,595,SUV
1086,NU64028,Nevada,12265,Bachelor,M,35693,103,0,Personal Auto,494,Sports Car
1087,PM63319,Washington,4529,College,F,0,65,0,Personal Auto,438,Four-Door Car
1088,YG46815,Arizona,9220,High School or Below,M,0,136,0,Personal Auto,979,SUV
1089,XF94149,California,4087,College,M,24123,104,0,Personal Auto,748,SUV
1090,ME99882,Arizona,9247,Bachelor,M,85654,116,0,Personal Auto,346,Two-Door Car
1091,YZ67161,Oregon,13024,Master,M,0,125,0,Personal Auto,900,SUV
1092,WA45944,Arizona,25807,College,F,71210,214,1,Corporate Auto,1027,Luxury Car
1093,UM53032,California,6104,College,M,84822,76,0,Corporate Auto,219,Four-Door Car
1094,LW43115,California,2725,Master,F,36650,69,1,Personal Auto,56,Four-Door Car
1095,YK93229,Oregon,3260,High School or Below,M,0,90,0,Personal Auto,432,Two-Door Car
1096,FH65253,Oregon,23740,High School or Below,M,28025,87,0,Personal Auto,611,Four-Door Car
1097,IH43245,Nevada,7599,College,M,52113,97,0,Corporate Auto,465,Four-Door Car
1098,TO20795,Washington,32467,Doctor,M,37675,104,0,Corporate Auto,731,Four-Door Car
1099,TO14996,Oregon,5633,High School or Below,M,37595,70,0,Personal Auto,501,Four-Door Car
1100,XN34686,Oregon,5640,High School or Below,M,41396,70,0,Special Auto,336,Four-Door Car
1101,KA13067,Oregon,8370,High School or Below,M,77512,104,0,Corporate Auto,433,SUV
1102,LQ76461,Oregon,5170,High School or Below,F,35334,65,0,Personal Auto,468,Four-Door Car
1103,BH60627,Oregon,7521,College,M,0,104,0,Personal Auto,499,Four-Door Car
1104,CD48033,Oregon,12731,Doctor,M,40870,105,0,Personal Auto,504,SUV
1105,AC58002,California,5666,Bachelor,F,53907,71,0,Corporate Auto,189,Four-Door Car
1106,VM21699,Oregon,4436,Bachelor,F,77609,111,0,Corporate Auto,62,Sports Car
1107,YM24654,Washington,17966,High School or Below,F,0,70,0,Personal Auto,504,Four-Door Car
1108,RR66500,California,2436,Master,M,87462,61,1,Corporate Auto,51,Four-Door Car
1109,GJ31412,Oregon,6650,Bachelor,M,99494,83,0,Personal Auto,398,Four-Door Car
1110,WO64354,California,2751,Bachelor,F,42585,69,0,Personal Auto,288,Two-Door Car
1111,UG37492,California,4362,College,M,58842,110,0,Personal Auto,528,Four-Door Car
1112,PR51268,Arizona,4014,Doctor,F,37384,99,0,Personal Auto,475,Four-Door Car
1113,NJ10602,Washington,8459,College,F,92717,70,0,Personal Auto,224,Two-Door Car
1114,OP60201,Oregon,2203,College,M,0,72,2,Personal Auto,518,Four-Door Car
1115,QK69627,Washington,9388,High School or Below,F,75264,78,0,Personal Auto,343,Four-Door Car
1116,DP63956,Arizona,6791,Bachelor,F,0,101,1,Corporate Auto,727,SUV
1117,MV89967,Oregon,23142,College,F,0,105,0,Personal Auto,564,Four-Door Car
1118,MQ37971,Arizona,3038,Bachelor,F,31532,79,0,Personal Auto,241,Four-Door Car
1119,CO12132,California,8879,High School or Below,F,52583,113,0,Personal Auto,528,SUV
1120,UG19550,California,21590,High School or Below,M,62477,183,0,Personal Auto,40,Luxury SUV
1121,SQ18525,Arizona,8457,College,F,26023,72,1,Personal Auto,79,Four-Door Car
1122,VG11458,California,4770,Bachelor,M,28666,64,0,Personal Auto,307,Four-Door Car
1123,TG75223,California,4312,Bachelor,M,21004,62,0,Personal Auto,297,Two-Door Car
1124,WW85018,Washington,6293,Bachelor,M,45430,81,0,Personal Auto,388,Two-Door Car
1125,MY11682,California,7098,Bachelor,M,37511,185,2,Personal Auto,579,Luxury Car
1126,NI49607,Oregon,4395,College,F,28719,110,0,Personal Auto,792,SUV
1127,NX18821,Oregon,5564,Master,M,49833,69,0,Personal Auto,331,Four-Door Car
1128,JZ63423,Arizona,5321,College,M,67431,136,1,Personal Auto,652,SUV
1129,DG30586,Oregon,2867,Bachelor,F,23376,78,0,Personal Auto,374,Four-Door Car
1130,QS79556,Arizona,9414,College,F,20455,84,2,Corporate Auto,564,Two-Door Car
1131,SW74846,Washington,7414,Bachelor,F,62473,185,0,Personal Auto,1298,Luxury SUV
1132,FZ24763,California,5078,Bachelor,M,35289,65,0,Personal Auto,123,Four-Door Car
1133,TW73441,Nevada,2773,High School or Below,F,73478,68,0,Personal Auto,241,Four-Door Car
1134,FP60372,Nevada,8072,Bachelor,M,30584,68,0,Personal Auto,51,Two-Door Car
1135,XS17260,Oregon,12280,College,M,88340,102,0,Personal Auto,489,Two-Door Car
1136,HX77930,Washington,3136,College,F,49532,79,1,Personal Auto,220,Four-Door Car
1137,OP47206,Arizona,5232,College,M,0,154,0,Corporate Auto,1140,Sports Car
1138,KI25980,Washington,14722,Master,M,43982,126,1,Personal Auto,604,SUV
1139,SM88270,California,30118,High School or Below,M,68906,187,0,Personal Auto,1053,Sports Car
1140,RM83767,Washington,5970,College,M,64008,85,5,Personal Auto,372,Four-Door Car
1141,YE45848,California,8026,Bachelor,F,87421,99,0,Corporate Auto,475,Two-Door Car
1142,QO77034,California,3567,Bachelor,M,0,102,0,Personal Auto,660,SUV
1143,FQ66070,California,8491,College,M,62076,71,0,Personal Auto,227,Four-Door Car
1144,YQ44187,Oregon,2545,Bachelor,F,26746,66,0,Personal Auto,165,Two-Door Car
1145,PW65305,California,8870,College,M,91580,73,0,Personal Auto,290,Two-Door Car
1146,KB44286,Oregon,46770,High School or Below,F,64403,198,0,Corporate Auto,111,Luxury SUV
1147,JV89183,Oregon,9378,Bachelor,M,51425,119,0,Personal Auto,560,Four-Door Car
1148,IS75141,Oregon,5645,High School or Below,F,44162,71,0,Personal Auto,160,Two-Door Car
1149,XO90806,California,8406,College,F,67128,105,0,Personal Auto,339,SUV
1150,QN44699,Oregon,4655,Bachelor,F,30383,119,0,Personal Auto,803,Two-Door Car
1151,BV98316,Arizona,6520,Bachelor,F,93721,80,0,Personal Auto,489,Four-Door Car
1152,JJ66819,Oregon,2989,Bachelor,F,79867,74,1,Personal Auto,78,Four-Door Car
1153,KM72596,Arizona,32677,Doctor,M,39393,121,0,Personal Auto,491,SUV
1154,HX72126,Nevada,21112,Bachelor,F,0,81,0,Personal Auto,136,Four-Door Car
1155,WX48434,Arizona,4270,College,M,0,122,0,Corporate Auto,725,SUV
1156,LW12893,California,7911,High School or Below,F,43916,68,2,Personal Auto,326,Four-Door Car
1157,XO94933,California,3944,Bachelor,F,33282,100,1,Personal Auto,207,SUV
1158,NS92256,Oregon,23777,Master,F,33032,86,1,Personal Auto,87,Two-Door Car
1159,IR62720,Nevada,6842,Bachelor,M,25259,87,0,Personal Auto,417,Four-Door Car
1160,XP81320,Oregon,2521,College,F,19637,67,0,Personal Auto,333,Four-Door Car
1161,CA52541,California,3808,College,F,94903,94,0,Corporate Auto,451,Two-Door Car
1162,IB59831,Oregon,15512,College,M,39794,133,0,Corporate Auto,638,SUV
1163,VO61192,Oregon,6751,High School or Below,M,42433,85,0,Personal Auto,410,Four-Door Car
1164,UV17888,California,7405,Bachelor,F,22044,65,0,Corporate Auto,10,Four-Door Car
1165,WX31658,Arizona,7218,Doctor,F,32312,61,3,Personal Auto,276,Two-Door Car
1166,RQ79244,California,3362,College,F,0,97,0,Personal Auto,698,Four-Door Car
1167,UL90124,Oregon,5038,High School or Below,F,72919,130,5,Personal Auto,936,SUV
1168,PN12718,California,8681,Bachelor,M,0,86,2,Personal Auto,541,Two-Door Car
1169,CN63432,Arizona,13197,College,F,0,68,3,Personal Auto,326,Four-Door Car
1170,WA24038,Oregon,4595,Bachelor,M,76357,117,1,Personal Auto,4,SUV
1171,TR40401,Oregon,5073,Doctor,M,57709,125,0,Personal Auto,600,SUV
1172,UQ73252,Arizona,4636,College,M,26802,66,1,Personal Auto,316,Two-Door Car
